variant,rho_Z,nl_type,nl_strength,gamma_D,gamma_Y,twfe_s,twfe_Z,twfe_Zlag,adl_Ylag,adl_Ylag_Z,adl_Ylag_Zlag,adl_DYlag,adl_DYlag_Z,adl_all,adl_all_nofe,n_valid,n_discarded,twfe_s_bias_direct,twfe_Z_bias_direct,twfe_Zlag_bias_direct,adl_Ylag_bias_direct,adl_Ylag_Z_bias_direct,adl_Ylag_Zlag_bias_direct,adl_DYlag_bias_direct,adl_DYlag_Z_bias_direct,adl_all_bias_direct,adl_all_nofe_bias_direct,twfe_s_bias_total_linear,twfe_Z_bias_total_linear,twfe_Zlag_bias_total_linear,adl_Ylag_bias_total_linear,adl_Ylag_Z_bias_total_linear,adl_Ylag_Zlag_bias_total_linear,adl_DYlag_bias_total_linear,adl_DYlag_Z_bias_total_linear,adl_all_bias_total_linear,adl_all_nofe_bias_total_linear,empirical_total,twfe_s_bias_empirical,twfe_Z_bias_empirical,twfe_Zlag_bias_empirical,adl_Ylag_bias_empirical,adl_Ylag_Z_bias_empirical,adl_Ylag_Zlag_bias_empirical,adl_DYlag_bias_empirical,adl_DYlag_Z_bias_empirical,adl_all_bias_empirical,adl_all_nofe_bias_empirical,ivb_twfe,ivb_adl_Ylag,ivb_adl_DYlag,expected_ivb_linear
mediator_confounder,0.7,power1.5,1,0.15,0.2,1.84311864005405,1.27856718938612,1.32133815752858,1.15856352936203,0.992178555282734,1.09902542125511,1.16583793422587,0.990847217623684,1.0872950428211,1.00600200224142,500,0,0.843118640054048,0.27856718938612,0.321338157528583,0.158563529362026,-0.00782144471726609,0.0990254212551138,0.165837934225865,-0.00915278237631623,0.0872950428210997,0.00600200224142156,0.813118640054048,0.24856718938612,0.291338157528583,0.128563529362026,-0.0378214447172661,0.0690254212551138,0.135837934225865,-0.0391527823763163,0.0572950428210997,-0.0239979977585785,1.60485529284883,0.238263347205218,-0.32628810346271,-0.283517135320247,-0.446291763486804,-0.612676737566096,-0.505829871593716,-0.439017358622965,-0.614008075225146,-0.51756025002773,-0.598853290607408,-0.564551450667928,-0.166384974079293,-0.174990716602181,-0.03
mediator_confounder,0.5,sin,1,0.15,0.2,1.48602324441966,1.37636306574203,1.32358905370989,1.0813553813866,1.01978752553698,1.04162611320247,1.08975428137854,1.02024439023136,1.0291975815075,0.956538138191446,500,0,0.486023244419659,0.376363065742029,0.323589053709891,0.0813553813866044,0.0197875255369766,0.0416261132024658,0.0897542813785395,0.0202443902313634,0.0291975815075032,-0.0434618618085544,0.456023244419659,0.346363065742029,0.293589053709891,0.0513553813866043,-0.0102124744630234,0.0116261132024658,0.0597542813785394,-0.00975560976863665,-0.000802418492496848,-0.0734618618085544,1.48722243602236,-0.00119919160270388,-0.110859370280334,-0.163633382312471,-0.405867054635758,-0.467434910485386,-0.445596322819897,-0.397468154643823,-0.466978045790999,-0.458024854514859,-0.530684297830917,-0.10966017867763,-0.0615678558496278,-0.0695098911471761,-0.03
mediator_confounder,0.7,sin,1,0.15,0.2,1.60457453583523,1.38943123194104,1.32624756056562,1.08795415659797,1.01320812885052,1.04063704846141,1.11180287858693,1.01722369594283,1.02905598025181,0.959077916687074,500,0,0.604574535835232,0.389431231941041,0.326247560565618,0.087954156597968,0.0132081288505204,0.0406370484614111,0.111802878586927,0.0172236959428345,0.0290559802518064,-0.0409220833129259,0.574574535835232,0.359431231941041,0.296247560565618,0.057954156597968,-0.0167918711494797,0.0106370484614111,0.0818028785869269,-0.0127763040571656,-0.000944019748193581,-0.0709220833129259,1.60485529284883,-0.000280757013597643,-0.215424060907789,-0.278607732283212,-0.516901136250862,-0.59164716399831,-0.564218244387419,-0.493052414261903,-0.587631596905996,-0.575799312597024,-0.645777376161756,-0.215143303894191,-0.0747460277474477,-0.0945791826440925,-0.03
mediator_confounder,0.5,softpoly2,1,0.15,0.2,1.48416808604312,1.37611046706627,1.32255218841123,1.08036466638559,1.02007821170254,1.04062575330707,1.08959848942829,1.02099006146472,1.02850430894707,0.954697026063032,500,0,0.484168086043124,0.376110467066266,0.322552188411225,0.0803646663855879,0.0200782117025387,0.0406257533070735,0.0895984894282877,0.0209900614647243,0.0285043089470662,-0.0453029739369683,0.454168086043124,0.346110467066266,0.292552188411225,0.0503646663855879,-0.00992178829746138,0.0106257533070735,0.0595984894282877,-0.00900993853527576,-0.00149569105293379,-0.0753029739369683,1.48722243602236,-0.00305434997923837,-0.111111968956097,-0.164670247611137,-0.406857769636775,-0.467144224319824,-0.446596682715289,-0.397623946594075,-0.466232374557638,-0.458718127075296,-0.532525409959331,-0.108057618976858,-0.0602864546830493,-0.0686084279635635,-0.03
mediator_confounder,0.7,softpoly2,1,0.15,0.2,1.60675782496011,1.38891852979021,1.32554039467879,1.0874323725053,1.01180790954614,1.03973090041867,1.11081893499593,1.01526728850642,1.02787446715162,0.957403474107924,500,0,0.606757824960113,0.388918529790212,0.325540394678789,0.087432372505299,0.0118079095461383,0.0397309004186655,0.110818934995933,0.0152672885064191,0.0278744671516162,-0.0425965258920764,0.576757824960113,0.358918529790212,0.295540394678789,0.057432372505299,-0.0181920904538617,0.00973090041866542,0.0808189349959332,-0.0147327114935809,-0.00212553284838379,-0.0725965258920764,1.60485529284883,0.00190253211128288,-0.215936763058618,-0.279314898170041,-0.517422920343531,-0.593047383302692,-0.565124392430165,-0.494036357852897,-0.589588004342411,-0.576980825697214,-0.647451818740906,-0.217839295169901,-0.0756244629591607,-0.0955516464895141,-0.03
mediator_confounder,0.5,tanh,1,0.15,0.2,1.52655534803919,1.3793561921396,1.33311927463166,1.09907155955054,1.01730060559595,1.05603173523283,1.10356670986858,1.01617465487564,1.04403510115409,0.96734821491676,500,0,0.526555348039191,0.379356192139604,0.333119274631661,0.0990715595505418,0.0173006055959497,0.056031735232829,0.103566709868577,0.0161746548756376,0.04403510115409,-0.0326517850832401,0.496555348039191,0.349356192139604,0.303119274631661,0.0690715595505418,-0.0126993944040503,0.026031735232829,0.0735667098685773,-0.0138253451243624,0.01403510115409,-0.0626517850832401,1.48722243602236,0.0393329120168289,-0.107866243882759,-0.154103161390701,-0.388150876471821,-0.469921830426413,-0.431190700789534,-0.383655726153785,-0.471047781146725,-0.443187334868273,-0.519874221105603,-0.147199155899588,-0.0817709539545921,-0.0873920549929397,-0.03
mediator_confounder,0.7,tanh,1,0.15,0.2,1.64916164106215,1.37225656211086,1.32757091378813,1.10442596448018,1.00863373332066,1.0546934654822,1.12306489483637,1.01057986494745,1.04228393804689,0.967649405406297,500,0,0.649161641062149,0.372256562110864,0.327570913788128,0.104425964480182,0.00863373332065498,0.0546934654821993,0.123064894836368,0.0105798649474509,0.0422839380468856,-0.0323505945937035,0.619161641062149,0.342256562110864,0.297570913788128,0.0744259644801817,-0.021366266679345,0.0246934654821993,0.0930648948363684,-0.0194201350525491,0.0122839380468855,-0.0623505945937035,1.60485529284883,0.0443063482133186,-0.232598730737966,-0.277284379060702,-0.500429328368648,-0.596221559528175,-0.550161827366631,-0.481790398012462,-0.594275427901379,-0.562571354801944,-0.637205887442534,-0.276905078951285,-0.0957922311595267,-0.112485029888918,-0.03
pure_mediator,0.5,Dlog,1,0,0,1.40265550930898,1.20697038153399,1.31511604907343,1.09941612423828,1.00700339782304,1.10043337871219,1.08859324921133,0.996633462394118,1.08810570341848,0.995685681657832,500,0,0.402655509308977,0.206970381533991,0.315116049073432,0.0994161242382767,0.00700339782304038,0.100433378712185,0.0885932492113271,-0.00336653760588246,0.0881057034184787,-0.00431431834216844,0.372655509308977,0.176970381533991,0.285116049073432,0.0694161242382767,-0.0229966021769596,0.0704333787121851,0.058593249211327,-0.0333665376058825,0.0581057034184787,-0.0343143183421685,1.31050761030282,0.0921478990061602,-0.103537228768826,0.00460843877061512,-0.21109148606454,-0.303504212479777,-0.210074231590632,-0.22191436109149,-0.3138741479087,-0.222401906884338,-0.314821928644986,-0.195685127774986,-0.0924127264152363,-0.0919597868172095,-0.03
pure_mediator,0.7,Dlog,1,0,0,1.40695515313138,1.16023516038319,1.31214015012011,1.08735198639583,1.0057692496949,1.0999284330424,1.08672494566618,0.99532076818537,1.08757267457235,0.993608279448662,500,0,0.406955153131378,0.160235160383187,0.312140150120112,0.0873519863958285,0.00576924969490489,0.0999284330423951,0.0867249456661758,-0.00467923181463004,0.0875726745723462,-0.00639172055133785,0.376955153131378,0.130235160383187,0.282140150120112,0.0573519863958285,-0.0242307503050951,0.069928433042395,0.0567249456661758,-0.0346792318146301,0.0575726745723462,-0.0363917205513379,1.31486860701866,0.0920865461127198,-0.154633446635472,-0.00272845689854617,-0.22751662062283,-0.309099357323754,-0.214940173976263,-0.228143661352483,-0.319547838833288,-0.227295932446312,-0.321260327569996,-0.246719992748192,-0.0815827367009236,-0.0914041774808059,-0.03
pure_mediator,0.5,baseline,0,0,0,1.31050761030282,1.25675194297524,1.28866372653288,1.03366768222764,1.00874900090898,1.04023808617138,1.02831740644961,0.997119424969539,1.02716141325136,0.941033373769737,500,0,0.310507610302817,0.25675194297524,0.288663726532876,0.0336676822276387,0.00874900090897834,0.0402380861713758,0.0283174064496052,-0.00288057503046091,0.0271614132513598,-0.058966626230263,0.280507610302817,0.22675194297524,0.258663726532876,0.00366768222763869,-0.0212509990910217,0.0102380861713758,-0.0016825935503948,-0.0328805750304609,-0.00283858674864024,-0.088966626230263,1.31050761030282,0,-0.0537556673275774,-0.0218438837699411,-0.276839928075178,-0.301758609393839,-0.270269524131441,-0.282190203853212,-0.313388185333278,-0.283346197051457,-0.36947423653308,-0.0537556673275774,-0.0249186813186604,-0.0311979814800661,-0.03
pure_mediator,0.7,baseline,0,0,0,1.31486860701866,1.24697810445018,1.28846224197963,1.02450735200251,1.00915155575438,1.04134822967633,1.03086626556362,0.998498157525691,1.02902438220513,0.942039465183132,500,0,0.314868607018658,0.246978104450183,0.288462241979634,0.0245073520025139,0.00915155575438398,0.041348229676333,0.0308662655636243,-0.00150184247430862,0.0290243822051295,-0.0579605348168685,0.284868607018658,0.216978104450183,0.258462241979634,-0.00549264799748617,-0.0208484442456161,0.011348229676333,0.000866265563624236,-0.0315018424743087,-0.000975617794870542,-0.0879605348168685,1.31486860701866,0,-0.0678905025684757,-0.0264063650390243,-0.290361255016145,-0.305717051264274,-0.273520377342325,-0.284002341455034,-0.316370449492967,-0.285844224813529,-0.372829141835527,-0.0678905025684757,-0.0153557962481299,-0.0323681080379329,-0.03
pure_mediator,0.5,invlogit,1,0,0,1.33771843653491,1.24514120132774,1.29799933548534,1.05335242604915,1.00753099767881,1.05819612630406,1.04640031479526,0.996127213571105,1.04534177698555,0.95777403803067,500,0,0.337718436534906,0.245141201327742,0.297999335485342,0.0533524260491456,0.0075309976788116,0.0581961263040565,0.0464003147952607,-0.00387278642889499,0.0453417769855482,-0.0422259619693296,0.307718436534906,0.215141201327742,0.267999335485342,0.0233524260491456,-0.0224690023211884,0.0281961263040564,0.0164003147952607,-0.033872786428895,0.0153417769855482,-0.0722259619693296,1.31050761030282,0.0272108262320889,-0.0653664089750752,-0.0125082748174752,-0.257155184253671,-0.302976612624005,-0.252311483998761,-0.264107295507556,-0.314380396731712,-0.265165833317269,-0.352733572272147,-0.0925772352071641,-0.045821428370334,-0.0502731012241557,-0.03
pure_mediator,0.7,invlogit,1,0,0,1.34255384768174,1.2263757476784,1.29762694010278,1.04422909755513,1.0087638447184,1.05972603663261,1.04816687446574,0.997744952122319,1.04717290833924,0.957625953544301,500,0,0.342553847681735,0.226375747678404,0.297626940102781,0.0442290975551332,0.00876384471839509,0.0597260366326096,0.0481668744657395,-0.00225504787768061,0.0471729083392405,-0.0423740464556993,0.312553847681735,0.196375747678404,0.267626940102781,0.0142290975551331,-0.0212361552816049,0.0297260366326095,0.0181668744657395,-0.0322550478776806,0.0171729083392405,-0.0723740464556993,1.31486860701866,0.0276852406630765,-0.0884928593402543,-0.017241666915877,-0.270639509463525,-0.306104762300263,-0.255142570386049,-0.266701732552919,-0.317123654896339,-0.267695698679418,-0.357242653474358,-0.116178100003331,-0.0354652528367381,-0.0504219223434201,-0.03
pure_mediator,0.5,log2,1,0,0,1.31216697017968,1.25801433933445,1.29013345712501,1.03502143349249,1.01017971915967,1.04194632212355,1.03087000903869,0.99917347527982,1.02960203107552,0.943813186461715,500,0,0.312166970179679,0.258014339334454,0.290133457125009,0.0350214334924879,0.0101797191596738,0.0419463221235545,0.0308700090386866,-0.000826524720179966,0.0296020310755167,-0.0561868135382853,0.282166970179679,0.228014339334454,0.260133457125009,0.00502143349248785,-0.0198202808403263,0.0119463221235545,0.000870009038686614,-0.03082652472018,-0.000397968924483294,-0.0861868135382853,1.31050761030282,0.00165935987686217,-0.0524932709683634,-0.0203741531778079,-0.275486176810329,-0.300327891143143,-0.268561288179263,-0.27963760126413,-0.311334135022997,-0.2809055792273,-0.366694423841102,-0.0541526308452256,-0.0248417143328141,-0.0316965337588666,-0.03
pure_mediator,0.7,log2,1,0,0,1.31151203870603,1.24396496597292,1.28642195230297,1.0215988306995,1.00712766188763,1.03965846809294,1.02837193497403,0.996108847873835,1.02700863697492,0.940139519759286,500,0,0.311512038706034,0.243964965972923,0.286421952302967,0.0215988306995021,0.0071276618876257,0.0396584680929382,0.028371934974029,-0.00389115212616542,0.0270086369749203,-0.0598604802407139,0.281512038706034,0.213964965972923,0.256421952302967,-0.00840116930049795,-0.0228723381123743,0.00965846809293813,-0.00162806502597102,-0.0338911521261654,-0.00299136302507974,-0.0898604802407139,1.31486860701866,-0.00335656831262399,-0.0709036410457351,-0.0284466547156912,-0.293269776319156,-0.307740945131033,-0.27521013892572,-0.286496672044629,-0.318759759144824,-0.287859970043738,-0.374729087259372,-0.0675470727331111,-0.0144711688118764,-0.0322630871001944,-0.03
pure_mediator,0.5,log4,1,0,0,1.31255469806453,1.25802669083718,1.2899454349554,1.03376999679389,1.0092403411431,1.04088451930822,1.02926879951786,0.997531885645265,1.02786598443238,0.942617177024338,500,0,0.312554698064534,0.258026690837178,0.289945434955404,0.0337699967938874,0.00924034114309502,0.040884519308217,0.0292687995178584,-0.00246811435473526,0.027865984432375,-0.0573828229756623,0.282554698064534,0.228026690837178,0.259945434955404,0.00376999679388734,-0.020759658856905,0.010884519308217,-0.000731200482141592,-0.0324681143547353,-0.00213401556762505,-0.0873828229756624,1.31050761030282,0.00204708776171647,-0.0524809194656388,-0.020562175347413,-0.27673761350893,-0.301267269159722,-0.2696230909946,-0.281238810784959,-0.312975724657552,-0.282641625870442,-0.367890433278479,-0.0545280072273553,-0.0245296556507924,-0.0317369138725937,-0.03
pure_mediator,0.7,log4,1,0,0,1.30927930554194,1.24183978368548,1.2845282890788,1.02126977439863,1.00753299806397,1.04007578627618,1.02893878745123,0.996431660734577,1.0272595846368,0.941529138937516,500,0,0.309279305541941,0.241839783685479,0.284528289078799,0.0212697743986257,0.00753299806397245,0.0400757862761822,0.0289387874512344,-0.00356833926542333,0.027259584636796,-0.058470861062484,0.279279305541941,0.211839783685479,0.254528289078799,-0.00873022560137438,-0.0224670019360276,0.0100757862761822,-0.00106121254876568,-0.0335683392654234,-0.00274041536320402,-0.088470861062484,1.31486860701866,-0.00558930147671766,-0.0730288233331793,-0.0303403179398591,-0.293598832620033,-0.307335608954686,-0.274792820742476,-0.285929819567424,-0.318436946284082,-0.287609022381862,-0.373339468081142,-0.0674395218564616,-0.0137367763346532,-0.0325071267166577,-0.03
pure_mediator,0.5,power1.5,1,0,0,1.39352613790848,1.21542968842508,1.31389414447631,1.0911055319226,1.00670236449349,1.09285547819029,1.08032166178338,0.995414393470097,1.07979651072669,0.988973190236904,500,0,0.39352613790848,0.215429688425084,0.313894144476312,0.0911055319225975,0.00670236449349027,0.0928554781902904,0.080321661783384,-0.0045856065299027,0.0797965107266925,-0.0110268097630957,0.36352613790848,0.185429688425084,0.283894144476312,0.0611055319225975,-0.0232976355065098,0.0628554781902904,0.0503216617833839,-0.0345856065299027,0.0497965107266924,-0.0410268097630957,1.31050761030282,0.083018527605663,-0.0950779218777333,0.00338653417349466,-0.21940207838022,-0.303805245809327,-0.217652132112527,-0.230185948519433,-0.31509321683272,-0.230711099576125,-0.321534420065913,-0.178096449483396,-0.0844031674291072,-0.0849072683132867,-0.03
pure_mediator,0.7,power1.5,1,0,0,1.39902179812556,1.17101802272386,1.31065977810705,1.08108651833212,1.00584764903737,1.09393525490647,1.08071251474662,0.995168876171477,1.08126945380327,0.98791967298066,500,0,0.399021798125564,0.171018022723858,0.310659778107053,0.0810865183321192,0.00584764903737445,0.093935254906472,0.0807125147466181,-0.00483112382852269,0.081269453803269,-0.0120803270193396,0.369021798125564,0.141018022723858,0.280659778107053,0.0510865183321192,-0.0241523509626256,0.063935254906472,0.0507125147466181,-0.0348311238285227,0.051269453803269,-0.0420803270193396,1.31486860701866,0.0841531911069053,-0.1438505842948,-0.00420882891160557,-0.233782088686539,-0.309020957981284,-0.220933352112186,-0.23415609227204,-0.319699730847181,-0.233599153215389,-0.326948934037998,-0.228003775401705,-0.0752388692947448,-0.0855436385751408,-0.03
