spec,estimate,std_error,conf_low,conf_high,p_value,rep,scenario,att_true,treat_share,n_units,n_obs
full,0.09720878995395828,0.01510473168729199,0.06760405985072507,0.1268135200571915,1.3444244306045953e-10,292,jensen_restricted_like,0.08009999999999999,0.4126,5000,10000
base,0.10093011959438253,0.01444271736034076,0.07262291372922325,0.1292373254595418,3.1474257346889426e-12,293,jensen_restricted_like,0.08009999999999999,0.4164,5000,10000
tvc,0.11358564892505445,0.014536481367902762,0.0850946689820275,0.1420766288680814,6.7146001903826006e-15,293,jensen_restricted_like,0.08009999999999999,0.4164,5000,10000
safe,0.08305256457913834,0.014642414068959319,0.054353960357255496,0.11175116880102119,1.4902972250361104e-8,293,jensen_restricted_like,0.08009999999999999,0.4164,5000,10000
full,0.10112610846013541,0.014656018616449898,0.07240083981514506,0.12985137710512576,5.8488645544458114e-12,293,jensen_restricted_like,0.08009999999999999,0.4164,5000,10000
base,0.12158656174172723,0.014635893924508295,0.0929007367681424,0.15027238671531207,1.2468412107572607e-16,294,jensen_restricted_like,0.08009999999999999,0.4104,5000,10000
tvc,0.13740863193327188,0.014893082405102523,0.10821872680048378,0.16659853706605998,4.040958592582304e-20,294,jensen_restricted_like,0.08009999999999999,0.4104,5000,10000
safe,0.10027143060719863,0.014938961689751467,0.07099160372886214,0.12955125748553514,2.1319168324671025e-11,294,jensen_restricted_like,0.08009999999999999,0.4104,5000,10000
full,0.12092797215728605,0.015089947793182823,0.09135221795405807,0.15050372636051404,1.3731193064669758e-15,294,jensen_restricted_like,0.08009999999999999,0.4104,5000,10000
base,0.13125336187167616,0.015191064201580307,0.10147942314974305,0.16102730059360926,7.451476730859533e-18,295,jensen_restricted_like,0.08009999999999999,0.4076,5000,10000
tvc,0.14222208937329528,0.015252119334954222,0.11232848478887801,0.17211569395771253,1.6306589065063523e-20,295,jensen_restricted_like,0.08009999999999999,0.4076,5000,10000
safe,0.10928281143468993,0.015476802236589158,0.07894883645512624,0.13961678641425362,1.878634842337618e-12,295,jensen_restricted_like,0.08009999999999999,0.4076,5000,10000
full,0.12730833970611158,0.015454408536001149,0.09701825557318094,0.1575984238390422,2.220942110023647e-16,295,jensen_restricted_like,0.08009999999999999,0.4076,5000,10000
base,0.09686053401765508,0.014724447821794932,0.06800114659469778,0.1257199214406124,5.248374274416803e-11,296,jensen_restricted_like,0.08009999999999999,0.4048,5000,10000
tvc,0.10623824202048789,0.014907115897043828,0.0770208317489175,0.13545565229205828,1.17462348886522e-12,296,jensen_restricted_like,0.08009999999999999,0.4048,5000,10000
safe,0.08078098909094915,0.014917087045859739,0.05154403572681508,0.11001794245508321,6.403712260037751e-8,296,jensen_restricted_like,0.08009999999999999,0.4048,5000,10000
full,0.09466153037291239,0.015026052852342339,0.06521100795252606,0.12411205279329872,3.235296863130505e-10,296,jensen_restricted_like,0.08009999999999999,0.4048,5000,10000
base,0.10761967805867004,0.014495869798186765,0.07920829532964208,0.136031060787698,1.3269266552685355e-13,297,jensen_restricted_like,0.08009999999999999,0.4182,5000,10000
tvc,0.11963333935492326,0.014721190809638246,0.09078033555849027,0.14848634315135625,5.516144894344484e-16,297,jensen_restricted_like,0.08009999999999999,0.4182,5000,10000
safe,0.08673515451273416,0.014764871978294122,0.057796537198933025,0.1156737718265353,4.517574651261608e-9,297,jensen_restricted_like,0.08009999999999999,0.4182,5000,10000
full,0.10558704239066646,0.014927913759045374,0.0763288690586176,0.13484521572271532,1.723849729920322e-12,297,jensen_restricted_like,0.08009999999999999,0.4182,5000,10000
base,0.11361595753609581,0.014730052410774758,0.0847455853205899,0.14248632975160172,1.4711017619496496e-14,298,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
tvc,0.12934496060711015,0.014885645879620707,0.10016963079643651,0.1585202904177838,4.8747720164832635e-18,298,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
safe,0.0955383177854778,0.014909045384160931,0.06631712578864925,0.12475950978230636,1.609085765045997e-10,298,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
full,0.11594607934046015,0.014996621000978413,0.08655324228874545,0.14533891639217486,1.276733877912948e-14,298,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
base,0.08131568467776792,0.01457141699308843,0.052756232167599684,0.10987513718793616,2.5247967333254795e-8,299,jensen_restricted_like,0.08009999999999999,0.4134,5000,10000
tvc,0.09995242585503238,0.0147991419674799,0.07094664059667655,0.1289582111133882,1.6028851121115815e-11,299,jensen_restricted_like,0.08009999999999999,0.4134,5000,10000
safe,0.06340227518148377,0.014783291332537904,0.03442755659674634,0.09237699376622119,1.830452675121586e-5,299,jensen_restricted_like,0.08009999999999999,0.4134,5000,10000
full,0.086300414985036,0.014907157788896938,0.05708292260694227,0.11551790736312974,7.50405140185515e-9,299,jensen_restricted_like,0.08009999999999999,0.4134,5000,10000
base,0.11399993981939378,0.014574265205103796,0.08543490491625508,0.1425649747225325,6.297747766047296e-15,300,jensen_restricted_like,0.08009999999999999,0.4092,5000,10000
tvc,0.12776879783832437,0.01489357747605539,0.098577922384298855,0.1569596732923499,1.26293116362218e-17,300,jensen_restricted_like,0.08009999999999999,0.4092,5000,10000
safe,0.09430978388669313,0.014793976420784526,0.06531412291382069,0.12330544485956557,1.99584829127104e-10,300,jensen_restricted_like,0.08009999999999999,0.4092,5000,10000
full,0.11379570345974742,0.015020569217904895,0.08435592876536287,0.14323547815413198,4.2208240029324717e-14,300,jensen_restricted_like,0.08009999999999999,0.4092,5000,10000
base,0.10929112326078029,0.014477373461898686,0.08091599268472291,0.13766625383683767,5.17845812963771e-14,301,jensen_restricted_like,0.08009999999999999,0.4156,5000,10000
tvc,0.1278559586537792,0.014731319658789443,0.09898310267780501,0.15672881462975335,5.318274298034987e-18,301,jensen_restricted_like,0.08009999999999999,0.4156,5000,10000
safe,0.09568173657929714,0.0148125702731768,0.066649632325402,0.12471384083319229,1.1502597687656443e-10,301,jensen_restricted_like,0.08009999999999999,0.4156,5000,10000
full,0.11660462131957107,0.014983947434113841,0.0872366240024666,0.14597261863667554,8.616556967582585e-15,301,jensen_restricted_like,0.08009999999999999,0.4156,5000,10000
base,0.11809905540559283,0.014441116935270596,0.08979498631593102,0.14640312449525464,3.626943808032504e-16,302,jensen_restricted_like,0.08009999999999999,0.422,5000,10000
tvc,0.125471586248605,0.014703061085323911,0.09665411605887773,0.15428905643833224,1.8564024124315836e-17,302,jensen_restricted_like,0.08009999999999999,0.422,5000,10000
safe,0.09413408954431832,0.014678428812965692,0.06536489772127055,0.12290328136736609,1.5574524959169738e-10,302,jensen_restricted_like,0.08009999999999999,0.422,5000,10000
full,0.10777895599061593,0.014850528662030939,0.07867245466165551,0.13688545731957635,4.5463550653905277e-13,302,jensen_restricted_like,0.08009999999999999,0.422,5000,10000
base,0.1278842227901424,0.014576960750441006,0.09931390471522406,0.15645454086506072,2.3495072471831333e-18,303,jensen_restricted_like,0.08009999999999999,0.4208,5000,10000
tvc,0.14012102677110924,0.01488905966706515,0.11093900605999363,0.16930304748222486,7.304998938678665e-21,303,jensen_restricted_like,0.08009999999999999,0.4208,5000,10000
safe,0.10447923675431195,0.014895798784930341,0.07528400761489298,0.13367446589373091,2.624504810127919e-12,303,jensen_restricted_like,0.08009999999999999,0.4208,5000,10000
full,0.1230247201387178,0.015126909183990588,0.09337652294068809,0.15267291733674754,5.243258379800231e-16,303,jensen_restricted_like,0.08009999999999999,0.4208,5000,10000
base,0.0847682488846472,0.014634918292803839,0.05608433611406526,0.11345216165522912,7.372145933069409e-9,304,jensen_restricted_like,0.08009999999999999,0.4178,5000,10000
tvc,0.10080393720458408,0.014811108162511572,0.07177469863493419,0.12983317577423398,1.1217882858268257e-11,304,jensen_restricted_like,0.08009999999999999,0.4178,5000,10000
safe,0.062459977805692284,0.014836600982462792,0.03338077422707364,0.09153918138431093,2.6001852435018555e-5,304,jensen_restricted_like,0.08009999999999999,0.4178,5000,10000
full,0.08479915987793983,0.01492477397093237,0.05554714041751155,0.11405117933836811,1.4085406701975377e-8,304,jensen_restricted_like,0.08009999999999999,0.4178,5000,10000
base,0.13508792054252022,0.01459679057466181,0.10647873672630936,0.16369710435873108,3.115827662703943e-20,305,jensen_restricted_like,0.08009999999999999,0.4064,5000,10000
tvc,0.15481566302584987,0.014800230210784375,0.12580774484981086,0.18382358120188888,2.395805951090598e-25,305,jensen_restricted_like,0.08009999999999999,0.4064,5000,10000
safe,0.11074259791896039,0.014839306156329826,0.08165809229699043,0.13982710354093034,9.93561259687245e-14,305,jensen_restricted_like,0.08009999999999999,0.4064,5000,10000
full,0.13525359095626863,0.014957821120896886,0.1059368002721182,0.16457038164041907,2.1520926949555638e-19,305,jensen_restricted_like,0.08009999999999999,0.4064,5000,10000
base,0.11567889794898702,0.014586218631279816,0.08709043476105147,0.14426736113692257,2.6680372874890013e-15,306,jensen_restricted_like,0.08009999999999999,0.4018,5000,10000
tvc,0.12500884648016988,0.014750103356779147,0.09609917513263941,0.15391851782770036,3.053860438187099e-17,306,jensen_restricted_like,0.08009999999999999,0.4018,5000,10000
safe,0.09376853102062022,0.014750125396555897,0.06485881647592108,0.12267824556531935,2.2383814193507744e-10,306,jensen_restricted_like,0.08009999999999999,0.4018,5000,10000
full,0.11005614727427689,0.014837832077461532,0.08097453079379915,0.13913776375475462,1.3970535471883809e-13,306,jensen_restricted_like,0.08009999999999999,0.4018,5000,10000
base,0.09901457946311927,0.01475245205882198,0.07010030474417442,0.12792885418206412,2.1368160936897242e-11,307,jensen_restricted_like,0.08009999999999999,0.4028,5000,10000
tvc,0.11325642375615576,0.014950871787598848,0.08395325351498605,0.14255959399732548,4.245087232348151e-14,307,jensen_restricted_like,0.08009999999999999,0.4028,5000,10000
safe,0.08067560553238756,0.014993942897577668,0.0512880174668852,0.11006319359788992,7.76471681803201e-8,307,jensen_restricted_like,0.08009999999999999,0.4028,5000,10000
full,0.09939564943597655,0.015098035053579687,0.06980404449363711,0.12898725437831599,5.071580750307269e-11,307,jensen_restricted_like,0.08009999999999999,0.4028,5000,10000
base,0.09796257485927393,0.014304617535467625,0.06992603967713729,0.12599911004141057,8.374134672987473e-12,308,jensen_restricted_like,0.08009999999999999,0.42,5000,10000
tvc,0.11189562673327955,0.014625127170353932,0.08323090421006765,0.14056034925649144,2.379083711114642e-14,308,jensen_restricted_like,0.08009999999999999,0.42,5000,10000
safe,0.07996595504371236,0.014640619095753775,0.05127086890466559,0.10866104118275913,4.937981805290582e-8,308,jensen_restricted_like,0.08009999999999999,0.42,5000,10000
full,0.09940613882637417,0.014785442009039753,0.07042720499315072,0.12838507265959762,1.9760099936570806e-11,308,jensen_restricted_like,0.08009999999999999,0.42,5000,10000
base,0.09042940551473502,0.014577639740753084,0.061857756643259175,0.11900105438621086,5.974666328894034e-10,309,jensen_restricted_like,0.08009999999999999,0.4198,5000,10000
tvc,0.10518092420662184,0.014811060955721156,0.076151778160581,0.13421007025266268,1.4071627616896358e-12,309,jensen_restricted_like,0.08009999999999999,0.4198,5000,10000
safe,0.06860459945694333,0.014859708779796775,0.03948010542778803,0.09772909348609864,3.994288501573554e-6,309,jensen_restricted_like,0.08009999999999999,0.4198,5000,10000
full,0.08896589527451072,0.014981269224366421,0.05960314715205423,0.11832864339696722,3.071220600718119e-9,309,jensen_restricted_like,0.08009999999999999,0.4198,5000,10000
base,0.09804965150605702,0.01476764389762281,0.0691056013302036,0.12699370168191043,3.482062564272198e-11,310,jensen_restricted_like,0.08009999999999999,0.3982,5000,10000
tvc,0.11051781659432641,0.014776147351165945,0.08155709995578425,0.13947853323286857,8.764429019011383e-14,310,jensen_restricted_like,0.08009999999999999,0.3982,5000,10000
safe,0.08209985900492571,0.014967585818586131,0.05276392986498443,0.11143578814486699,4.3338769600022606e-8,310,jensen_restricted_like,0.08009999999999999,0.3982,5000,10000
full,0.09876708845537033,0.014944279168328342,0.0694768395105346,0.12805733740020606,4.271952670375766e-11,310,jensen_restricted_like,0.08009999999999999,0.3982,5000,10000
base,0.11297143363719739,0.014627372737540941,0.0843023098831741,0.1416405573912207,1.3605189638757852e-14,311,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
tvc,0.12571423394722392,0.014851736863482453,0.09660536458693245,0.1548231033075154,3.337713555805866e-17,311,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
safe,0.09731182534257313,0.01498908458390509,0.06793375939689461,0.12668989128825164,9.280281813993225e-11,311,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
full,0.11355603601399661,0.015106802027241304,0.08394724811902698,0.14316482390896623,6.609900180523116e-14,311,jensen_restricted_like,0.08009999999999999,0.408,5000,10000
base,0.10202892766377018,0.01460371184781045,0.07340617840146083,0.13065167692607954,3.1876319235029567e-12,312,jensen_restricted_like,0.08009999999999999,0.4126,5000,10000
tvc,0.11388677197777088,0.014738985627701878,0.08499889097882171,0.14277465297672004,1.3228670260741377e-14,312,jensen_restricted_like,0.08009999999999999,0.4126,5000,10000
safe,0.08173796129294184,0.014836767615211431,0.05265843112013721,0.11081749146574646,3.786313729347265e-8,312,jensen_restricted_like,0.08009999999999999,0.4126,5000,10000
full,0.09912155185423767,0.014911051206450613,0.06989642851796195,0.12834667519051338,3.298902298047296e-11,312,jensen_restricted_like,0.08009999999999999,0.4126,5000,10000
base,0.10145674297412649,0.014749812842281225,0.07254764102454893,0.13036584492370407,6.791503591947831e-12,313,jensen_restricted_like,0.08009999999999999,0.4042,5000,10000
tvc,0.12072215899849292,0.014987943201500372,0.09134633012122025,0.15009798787576561,9.885993244707046e-16,313,jensen_restricted_like,0.08009999999999999,0.4042,5000,10000
safe,0.0824020485683787,0.015019307602479418,0.05296474659479042,0.11183935054196698,4.303981981575183e-8,313,jensen_restricted_like,0.08009999999999999,0.4042,5000,10000
full,0.10767531643651782,0.015159263009543157,0.07796370690564297,0.13738692596739266,1.392848128284629e-12,313,jensen_restricted_like,0.08009999999999999,0.4042,5000,10000
base,0.09566500943810112,0.014509892983848072,0.06722614177022848,0.12410387710597376,4.7523589955741474e-11,314,jensen_restricted_like,0.08009999999999999,0.414,5000,10000
tvc,0.10399691198779891,0.014736012655637966,0.07511485790702206,0.13287896606857574,1.929382984841039e-12,314,jensen_restricted_like,0.08009999999999999,0.414,5000,10000
safe,0.0761988973835141,0.014772376048500643,0.04724557236237072,0.10515222240465746,2.589624126818251e-7,314,jensen_restricted_like,0.08009999999999999,0.414,5000,10000
full,0.08923122152027402,0.014903578739238752,0.060020743950609204,0.11844169908993883,2.2834095203038983e-9,314,jensen_restricted_like,0.08009999999999999,0.414,5000,10000
base,0.1198361578533859,0.014520523006199004,0.09137645572455058,0.14829585998222122,1.9589965818426557e-16,315,jensen_restricted_like,0.08009999999999999,0.3996,5000,10000
tvc,0.13614897993064726,0.014717473160672343,0.1073032625922946,0.16499469726899993,3.2264656516914896e-20,315,jensen_restricted_like,0.08009999999999999,0.3996,5000,10000
safe,0.09861412523319615,0.014694999741325375,0.06981245498737301,0.1274157954790193,2.1515344315115725e-11,315,jensen_restricted_like,0.08009999999999999,0.3996,5000,10000
full,0.11948944029032633,0.014804608974667373,0.09047293989477984,0.14850594068587283,8.65377733095934e-16,315,jensen_restricted_like,0.08009999999999999,0.3996,5000,10000
base,0.1057684771075019,0.014542802214408703,0.0772651085329715,0.1342718456820323,4.0638613660649756e-13,316,jensen_restricted_like,0.08009999999999999,0.4082,5000,10000
tvc,0.11969781556639306,0.014644714603477863,0.09099470237970868,0.14840092875307745,3.7637721355321374e-16,316,jensen_restricted_like,0.08009999999999999,0.4082,5000,10000
safe,0.09036274587187307,0.014682813230418049,0.06158496074852549,0.11914053099522065,8.128163671412122e-10,316,jensen_restricted_like,0.08009999999999999,0.4082,5000,10000
full,0.10869496524343629,0.014732677601698435,0.07981944774826742,0.13757048273860517,1.8741289628553598e-13,316,jensen_restricted_like,0.08009999999999999,0.4082,5000,10000
base,0.11569636453966416,0.014647773209116298,0.08698725659608553,0.14440547248324279,3.44326696514952e-15,317,jensen_restricted_like,0.08009999999999999,0.4066,5000,10000
tvc,0.12806133088322155,0.014853474777379028,0.09894905527428458,0.15717360649215853,8.741104308568143e-18,317,jensen_restricted_like,0.08009999999999999,0.4066,5000,10000
safe,0.09324621324183943,0.014837651927287763,0.0641649498492141,0.12232747663446476,3.5699204111489695e-10,317,jensen_restricted_like,0.08009999999999999,0.4066,5000,10000
full,0.11146050291949738,0.014969849160840595,0.08212013771025267,0.1408008681287421,1.1297115145268138e-13,317,jensen_restricted_like,0.08009999999999999,0.4066,5000,10000
base,0.11265753822453933,0.014812116509997171,0.08362632333013376,0.1416887531189449,3.362937041945561e-14,318,jensen_restricted_like,0.08009999999999999,0.4122,5000,10000
tvc,0.12487610918376077,0.014977592107362688,0.09552056807819853,0.154231650289323,9.704554355847919e-17,318,jensen_restricted_like,0.08009999999999999,0.4122,5000,10000
safe,0.09459891333293267,0.015013636009839751,0.06517272747665312,0.12402509918921223,3.213840698596162e-10,318,jensen_restricted_like,0.08009999999999999,0.4122,5000,10000
full,0.11178937744140832,0.0151077386017201,0.08217875389419141,0.14140000098862524,1.595217230321327e-13,318,jensen_restricted_like,0.08009999999999999,0.4122,5000,10000
base,0.11597199845229535,0.014678672170280576,0.08720232965767503,0.14474166724691567,3.3850741540246863e-15,319,jensen_restricted_like,0.08009999999999999,0.396,5000,10000
tvc,0.12726949828673512,0.014998978106354623,0.09787204139337528,0.15666695518009494,2.803514503696447e-17,319,jensen_restricted_like,0.08009999999999999,0.396,5000,10000
safe,0.09593195266804708,0.014790351760638518,0.06694339589851701,0.12492050943757714,9.658023658585651e-11,319,jensen_restricted_like,0.08009999999999999,0.396,5000,10000
full,0.1122406750647949,0.01505519056593033,0.08273304377518427,0.14174830635440555,1.0511477936837946e-13,319,jensen_restricted_like,0.08009999999999999,0.396,5000,10000
base,0.08726941220996817,0.014498155723163519,0.05885354915031442,0.11568527526962193,1.8761621551905026e-9,320,jensen_restricted_like,0.08009999999999999,0.4192,5000,10000
tvc,0.10741598991271512,0.014872695020054953,0.07826604332035919,0.13656593650507104,5.878652944274366e-13,320,jensen_restricted_like,0.08009999999999999,0.4192,5000,10000
safe,0.06877784459795498,0.01487873269994081,0.0396160643704726,0.09793962482543736,3.8857504269342635e-6,320,jensen_restricted_like,0.08009999999999999,0.4192,5000,10000
full,0.093504282462026,0.015159015466584075,0.06379315810643557,0.12321540681761642,7.449550728932478e-10,320,jensen_restricted_like,0.08009999999999999,0.4192,5000,10000
base,0.10174993318790916,0.01473993002822277,0.07286020119795208,0.13063966517786624,5.726083445966011e-12,321,jensen_restricted_like,0.08009999999999999,0.4146,5000,10000
tvc,0.11678772688844813,0.014911507341625557,0.08756170954365744,0.14601374423323882,5.819671898063271e-15,321,jensen_restricted_like,0.08009999999999999,0.4146,5000,10000
safe,0.08539622084514233,0.014920170868654131,0.05615322329939654,0.11463921839088811,1.1040775188312365e-8,321,jensen_restricted_like,0.08009999999999999,0.4146,5000,10000
full,0.10656714221813762,0.015055242047185878,0.07705941002712023,0.136074874409155,1.6600692596708504e-12,321,jensen_restricted_like,0.08009999999999999,0.4146,5000,10000
base,0.0966785548788477,0.014594911707385612,0.06807305357482993,0.12528405618286548,3.860635383514796e-11,322,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
tvc,0.11055136193922424,0.014805811001136532,0.08153250561508972,0.13957021826335875,9.643970794281372e-14,322,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
safe,0.08353621440698428,0.014735983794606633,0.0546542168927894,0.11241821192117915,1.5181715368318405e-8,322,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
full,0.10190460707003973,0.014872036757418229,0.07275595064874416,0.1310532634913353,8.157954325402777e-12,322,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
base,0.0917979383242608,0.0146130135864504,0.06315695798922352,0.12043891865929807,3.6273880226466435e-10,323,jensen_restricted_like,0.08009999999999999,0.415,5000,10000
tvc,0.1068613660321945,0.014778323076951034,0.07789638504947333,0.13582634701491567,5.522046702129543e-13,323,jensen_restricted_like,0.08009999999999999,0.415,5000,10000
safe,0.0663561565675667,0.014791736871035074,0.037364885031544774,0.09534742810358862,7.418985546256215e-6,323,jensen_restricted_like,0.08009999999999999,0.415,5000,10000
full,0.086165067225809,0.014896849961998191,0.05696777781719567,0.11536235663442232,7.732783314850588e-9,323,jensen_restricted_like,0.08009999999999999,0.415,5000,10000
base,0.10679147084955434,0.014549781188745541,0.07827442373667472,0.13530851796243398,2.485164731390234e-13,324,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
tvc,0.11999910836352073,0.014995379176517573,0.0906087052430244,0.14938951148401708,1.5047373131521992e-15,324,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
safe,0.08047788800420218,0.014848030688308372,0.051376282613772306,0.10957949339463205,6.236061276006701e-8,324,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
full,0.10012772321081527,0.015158190935759286,0.07041821490594558,0.12983723151568496,4.373334536440176e-11,324,jensen_restricted_like,0.08009999999999999,0.413,5000,10000
base,0.09635731838158591,0.014822867686815556,0.06730503156782489,0.12540960519534694,8.78030897589509e-11,325,jensen_restricted_like,0.08009999999999999,0.4068,5000,10000
tvc,0.11119631375845553,0.01511137454080757,0.0815785639015772,0.14081406361533386,2.1636444531026745e-13,325,jensen_restricted_like,0.08009999999999999,0.4068,5000,10000
safe,0.07566412725351024,0.015017837764599806,0.04622970610922911,0.10509854839779137,4.862668919470878e-7,325,jensen_restricted_like,0.08009999999999999,0.4068,5000,10000
full,0.09707347210303535,0.015249323097187382,0.06718534804393331,0.1269615961621374,2.1171331218806198e-10,325,jensen_restricted_like,0.08009999999999999,0.4068,5000,10000
base,0.10204706800949043,0.014390167891584581,0.07384285721049996,0.1302512788084809,1.5123471177497063e-12,326,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
tvc,0.110493166755411,0.014547404846063447,0.08198077718860321,0.1390055563222188,3.6405382081514466e-14,326,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
safe,0.08458418470840934,0.014574481135661222,0.056018726589154924,0.11314964282766375,6.89133411499482e-9,326,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
full,0.09814702655853434,0.014669493193886097,0.06939534822706214,0.12689870489000654,2.467028290823595e-11,326,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
base,0.12263620564570137,0.014725753528036144,0.0937742590855369,0.15149815220586585,1.05058707234217e-16,327,jensen_restricted_like,0.08009999999999999,0.4038,5000,10000
tvc,0.12730832818449575,0.014751269341288353,0.0983963715493207,0.1562202848196708,8.110959944233981e-18,327,jensen_restricted_like,0.08009999999999999,0.4038,5000,10000
safe,0.10306086446381416,0.014985024380055547,0.07369075637145064,0.13243097255617767,6.835071806472106e-12,327,jensen_restricted_like,0.08009999999999999,0.4038,5000,10000
full,0.11277711503599781,0.014942811579049453,0.0834897425132928,0.14206448755870282,5.2516889128219544e-14,327,jensen_restricted_like,0.08009999999999999,0.4038,5000,10000
base,0.12174508973420022,0.014144149191799632,0.09402306672631164,0.1494671127420888,9.875541458217683e-18,328,jensen_restricted_like,0.08009999999999999,0.4072,5000,10000
tvc,0.14112850013553097,0.01422486649255748,0.11324827412522771,0.16900872614583423,5.481670683380599e-23,328,jensen_restricted_like,0.08009999999999999,0.4072,5000,10000
safe,0.10855166760840118,0.014256277680103574,0.08060987680179595,0.1364934584150064,3.150356927101066e-14,328,jensen_restricted_like,0.08009999999999999,0.4072,5000,10000
full,0.13166756618764988,0.014305418088161284,0.10362946195106594,0.15970567042423384,4.9575665138280096e-20,328,jensen_restricted_like,0.08009999999999999,0.4072,5000,10000
base,0.0971932970612365,0.014790150168766976,0.06820513540451423,0.12618145871795877,5.488836582330736e-11,329,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
tvc,0.11188158413822176,0.014864178871164207,0.08274832889097869,0.14101483938546483,6.126208964822459e-14,329,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
safe,0.07310360743677119,0.015180920473913407,0.04334955005573419,0.1028576648178082,1.5117095520368675e-6,329,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
full,0.09301700444000524,0.015138953682317005,0.06334520045904389,0.12268880842096659,8.658655141239953e-10,329,jensen_restricted_like,0.08009999999999999,0.405,5000,10000
base,0.0831241846308338,0.014458877071981449,0.05478530631285822,0.1114630629488094,9.509590587941502e-9,330,jensen_restricted_like,0.08009999999999999,0.425,5000,10000
tvc,0.09456579805295207,0.014728081877396467,0.06569928801189794,0.1234323080940062,1.4813637398914104e-10,330,jensen_restricted_like,0.08009999999999999,0.425,5000,10000
safe,0.05896116284776959,0.014656615804326822,0.030234723736048467,0.08768760195949071,5.835024342420224e-5,330,jensen_restricted_like,0.08009999999999999,0.425,5000,10000
full,0.07864503655952844,0.014847225383919659,0.049545009536697035,0.10774506358235984,1.228005528054785e-7,330,jensen_restricted_like,0.08009999999999999,0.425,5000,10000
base,0.08534657153706952,0.014645979761087224,0.05664097868703602,0.11405216438710303,5.985829607575672e-9,331,jensen_restricted_like,0.08009999999999999,0.4086,5000,10000
tvc,0.10036802995201359,0.014800724663147026,0.07135914266715171,0.12937691723687547,1.329088570729801e-11,331,jensen_restricted_like,0.08009999999999999,0.4086,5000,10000
safe,0.06766520989428715,0.014814369339445887,0.03862957953529879,0.09670084025327551,5.053455890247961e-6,331,jensen_restricted_like,0.08009999999999999,0.4086,5000,10000
full,0.08717739341153483,0.014890487967092005,0.057992573283807455,0.1163622135392622,5.087678740716528e-9,331,jensen_restricted_like,0.08009999999999999,0.4086,5000,10000
base,0.09289171712643197,0.014723417159223949,0.064034349764994,0.12174908448786995,3.0484596144554484e-10,332,jensen_restricted_like,0.08009999999999999,0.4058,5000,10000
tvc,0.10771631786781292,0.015022373532657674,0.07827300678149615,0.1371596289541297,8.57093746897904e-13,332,jensen_restricted_like,0.08009999999999999,0.4058,5000,10000
safe,0.07513879353299906,0.014951869378420522,0.04583366804974756,0.10444391901625055,5.199595805340567e-7,332,jensen_restricted_like,0.08009999999999999,0.4058,5000,10000
full,0.09584626620351301,0.015174519330120118,0.06610475483377072,0.1255877775732553,2.9118433340786354e-10,332,jensen_restricted_like,0.08009999999999999,0.4058,5000,10000
base,0.10369825978290638,0.01447363678545323,0.07533045295810398,0.13206606660770878,8.935435014470291e-13,333,jensen_restricted_like,0.08009999999999999,0.4128,5000,10000
tvc,0.11913850808292019,0.014792901997995909,0.0901449529400176,0.14813206322582279,9.9545528670335e-16,333,jensen_restricted_like,0.08009999999999999,0.4128,5000,10000
safe,0.08294958921918949,0.014646886215249792,0.05424221975164373,0.11165695868673525,1.567956269724178e-8,333,jensen_restricted_like,0.08009999999999999,0.4128,5000,10000
full,0.1040358379616263,0.014887017167376164,0.07485782047633953,0.13321385544691305,3.146209034949898e-12,333,jensen_restricted_like,0.08009999999999999,0.4128,5000,10000
base,0.10865247927057892,0.014616146042674359,0.08000535943415954,0.1372995991069983,1.2353182887053013e-13,334,jensen_restricted_like,0.08009999999999999,0.4118,5000,10000
tvc,0.11758581343524649,0.01487866100535578,0.08842417372656866,0.14674745314392432,3.324742751489336e-15,334,jensen_restricted_like,0.08009999999999999,0.4118,5000,10000
safe,0.09057580250378404,0.014982543138222833,0.06121055755604958,0.1199410474515185,1.5983617292595242e-9,334,jensen_restricted_like,0.08009999999999999,0.4118,5000,10000
full,0.10511679968011566,0.015161406894610608,0.07540098821172161,0.1348326111485097,4.637355584680607e-12,334,jensen_restricted_like,0.08009999999999999,0.4118,5000,10000
base,0.07644399316123672,0.014790813976246578,0.047454530465761764,0.10543345585671168,2.453714740968248e-7,335,jensen_restricted_like,0.08009999999999999,0.4048,5000,10000
