year	head_tax	currency	iso	head_tax_i	tax_rate_British	tax_rate_British_i	tax_rate_French	tax_rate_French_i	c_head_tax_datapoints
1900	4.0	"Franc"	"BFA"	4.0			3.125	3.125	21.0
1901	4.0	"Franc"	"BFA"	4.0			3.125	8.75	21.0
1902	4.0	"Franc"	"BFA"	4.0			3.125	8.75	21.0
1903	4.5	"Franc"	"BFA"	4.5			3.4375	9.958333	21.0
1904	4.5	"Franc"	"BFA"	4.5			3.4375	9.958333	21.0
1905	4.5	"Franc"	"BFA"	4.5			3.625	8.46875	21.0
1906	4.5	"Franc"	"BFA"	4.5			3.4375	9.24375	21.0
1907	4.5	"Franc"	"BFA"	4.5			3.9583333	8.445	21.0
1908	4.5	"Franc"	"BFA"	4.5			4.09375	7.829167	21.0
1909	4.5	"Franc"	"BFA"	4.5			4.21875	7.9020834	21.0
1910		"Franc"	"BFA"	4.666666666666686			5.0	6.6666665	21.0
1911		"Franc"	"BFA"	4.833333333333371			5.0	6.491071	21.0
1912	5.0	"Franc"	"BFA"	5.0			4.525	6.553571	21.0
1913	5.0	"Franc"	"BFA"	5.0			4.125	6.1328125	21.0
1914	5.0	"Franc"	"BFA"	5.0			4.2083335	6.875	21.0
1915	10.0	"Franc"	"BFA"	10.0			7.625	7.71875	21.0
1916	10.0	"Franc"	"BFA"	10.0			7.875	7.9166665	21.0
1917	10.0	"Franc"	"BFA"	10.0			8.125	8.5	21.0
1918	10.0	"Franc"	"BFA"	10.0			8.5	8.5	21.0
1919		"Franc"	"BFA"	10.909090909090992			6.0	7.5252523	21.0
1920		"Franc"	"BFA"	11.818181818181984			7.0	8.217172	21.0
1921		"Franc"	"BFA"	12.727272727272748			11.0	10.181818	21.0
1922		"Franc"	"BFA"	13.63636363636374			11.0	10.450758	21.0
1923		"Franc"	"BFA"	14.545454545454504			13.0	11.719697	21.0
1924		"Franc"	"BFA"	15.454545454545496			10.833333	11.988636	21.0
1925		"Franc"	"BFA"	16.363636363636488			10.833333	12.215909	21.0
1926		"Franc"	"BFA"	17.272727272727252			16.5	16.654545	21.0
1927		"Franc"	"BFA"	18.181818181818244			17.75	17.836363	21.0
1928		"Franc"	"BFA"	19.090909090909236			19.282259	19.243988	21.0
1929	20.0	"Franc"	"BFA"	20.0			19.282259	19.282259	21.0
1930	20.0	"Franc"	"BFA"	20.0			15.709678	19.501009	21.0
1931	20.0	"Franc"	"BFA"	20.0			17.129032	20.784275	21.0
1932	20.0	"Franc"	"BFA"	20.0			16.629032	20.628025	21.0
1933		"Franc"	"BFA"				15.25	21.333334	21.0
1934		"Franc"	"BFA"				15.25	21.625	21.0
1935		"Franc"	"BFA"				15.25	21.916666	21.0
1936		"Franc"	"BFA"				17.5	26.8125	21.0
1937		"Franc"	"BFA"				28.5	28.5	21.0
1938		"Franc"	"BFA"				21.0	21.0	21.0
1939		"Franc"	"BFA"						21.0
1940		"Franc"	"BFA"						21.0
1941		"Franc"	"BFA"						21.0
1942		"Franc"	"BFA"						21.0
1943		"Franc"	"BFA"						21.0
1944		"Franc"	"BFA"						21.0
1945		"Franc"	"BFA"						21.0
1946		"Franc"	"BFA"						21.0
1947		"Franc"	"BFA"						21.0
1948		"Franc"	"BFA"						21.0
1949		"Franc"	"BFA"						21.0
1950		"Franc"	"BFA"						21.0
1951		"Franc"	"BFA"						21.0
1952		"Franc"	"BFA"						21.0
1953		"Franc"	"BFA"						21.0
1954		"Franc"	"BFA"						21.0
1955		"Franc"	"BFA"						21.0
1956		"Franc"	"BFA"						21.0
1957		"Franc"	"BFA"						21.0
1958		"Franc"	"BFA"						21.0
1959		"Franc"	"BFA"						21.0
1960		"Franc"	"BFA"						21.0
1900	10.0	"Shilling"	"BWA"	10.0	9.166667	9.166667			7.0
1901		"Shilling"	"BWA"	11.111111111110858	5.4833326	6.608888			7.0
1902		"Shilling"	"BWA"	12.222222222222172	5.4833326	6.8311105			7.0
1903		"Shilling"	"BWA"	13.33333333333303	5.9833326	7.453333			7.0
1904		"Shilling"	"BWA"	14.444444444444343	4.6083326	6.575555			7.0
1905		"Shilling"	"BWA"	15.555555555555657	4.6083326	6.797777			7.0
1906		"Shilling"	"BWA"	16.666666666666515	5.5	7.733333			7.0
1907		"Shilling"	"BWA"	17.77777777777783	5.5	7.9555554			7.0
1908		"Shilling"	"BWA"	18.888888888888687	4.875	7.677778			7.0
1909	20.0	"Shilling"	"BWA"	20.0	7.9	7.9			7.0
1910		"Shilling"	"BWA"	20.0	4.875	7.9			7.0
1911		"Shilling"	"BWA"	20.0	5.25	8.2			7.0
1912		"Shilling"	"BWA"	20.0	5.25	8.2			7.0
1913		"Shilling"	"BWA"	20.0	5.25	8.2			7.0
1914		"Shilling"	"BWA"	20.0	5.25	8.2			7.0
1915		"Shilling"	"BWA"	20.0	5.75	8.6			7.0
1916		"Shilling"	"BWA"	20.0	6.25	9.0			7.0
1917		"Shilling"	"BWA"	20.0	6.25	9.0			7.0
1918	20.0	"Shilling"	"BWA"	20.0	9.0	9.0			7.0
1919	23.0	"Shilling"	"BWA"	23.0	10.8	10.8			7.0
1920		"Shilling"	"BWA"	23.099999999999994	8.333333	10.82			7.0
1921		"Shilling"	"BWA"	23.200000000000017	9.2	11.533334			7.0
1922		"Shilling"	"BWA"	23.30000000000001	8.4	10.883333			7.0
1923		"Shilling"	"BWA"	23.400000000000006	6.75	10.483334			7.0
1924		"Shilling"	"BWA"	23.5	7.8333335	10.071428			7.0
1925		"Shilling"	"BWA"	23.599999999999994	6.41	9.3785715			7.0
1926		"Shilling"	"BWA"	23.700000000000017	6.741667	9.164286			7.0
1927		"Shilling"	"BWA"	23.80000000000001	6.8416667	9.264286			7.0
1928		"Shilling"	"BWA"	23.900000000000006	9.785714	11.55			7.0
1929		"Shilling"	"BWA"	24.0	10.842857	12.4875			7.0
1930		"Shilling"	"BWA"	24.099999999999994	10.828571	12.4875			7.0
1931		"Shilling"	"BWA"	24.200000000000017	11.55	12.78125			7.0
1932		"Shilling"	"BWA"	24.30000000000001	11.485714	13.0875			7.0
1933		"Shilling"	"BWA"	24.400000000000006	11.339286	12.971875			7.0
1934		"Shilling"	"BWA"	24.5	8.555	12.534375			7.0
1935		"Shilling"	"BWA"	24.599999999999994	11.425	12.26875			7.0
1936		"Shilling"	"BWA"	24.700000000000017	11.408334	12.26875			7.0
1937		"Shilling"	"BWA"	24.80000000000001	10.471429	12.2625			7.0
1938		"Shilling"	"BWA"	24.900000000000006	10.375714	12.19125			7.0
1939	25.0	"Shilling"	"BWA"	25.0	13.655	12.877755			7.0
1940	22.0	"Shilling"	"BWA"	22.0	10.186	9.859762			7.0
1941		"Shilling"	"BWA"	22.5	7.2325	9.945477			7.0
1942		"Shilling"	"BWA"	23.0	7.2325	10.031191			7.0
1943		"Shilling"	"BWA"	23.5	7.2325	10.116905			7.0
1944		"Shilling"	"BWA"	24.0	7.5	11.243143			7.0
1945		"Shilling"	"BWA"	24.5	9.5575	12.546			7.0
1946	25.0	"Shilling"	"BWA"	25.0	14.9325	14.9325			7.0
1947		"Shilling"	"BWA"		9.315	9.315			7.0
1948		"Shilling"	"BWA"		9.765	9.765			7.0
1949		"Shilling"	"BWA"						7.0
1950		"Shilling"	"BWA"						7.0
1951		"Shilling"	"BWA"						7.0
1952		"Shilling"	"BWA"						7.0
1953		"Shilling"	"BWA"						7.0
1954		"Shilling"	"BWA"						7.0
1955		"Shilling"	"BWA"						7.0
1956		"Shilling"	"BWA"						7.0
1957		"Shilling"	"BWA"						7.0
1958		"Shilling"	"BWA"						7.0
1959		"Shilling"	"BWA"						7.0
1960		"Shilling"	"BWA"						7.0
1900		"Franc"	"CIV"				3.125	3.125	7.0
1901		"Franc"	"CIV"				3.125	8.75	7.0
1902		"Franc"	"CIV"				3.125	8.75	7.0
1903		"Franc"	"CIV"				3.4375	9.958333	7.0
1904		"Franc"	"CIV"				3.4375	9.958333	7.0
1905		"Franc"	"CIV"				3.625	8.46875	7.0
1906		"Franc"	"CIV"				3.4375	9.24375	7.0
1907	5.0	"Franc"	"CIV"	5.0			3.9583333	8.445	7.0
1908	5.0	"Franc"	"CIV"	5.0			4.09375	7.829167	7.0
1909	5.0	"Franc"	"CIV"	5.0			4.21875	7.9020834	7.0
1910	5.0	"Franc"	"CIV"	5.0			5.0	6.6666665	7.0
1911	5.0	"Franc"	"CIV"	5.0			5.0	6.491071	7.0
1912	5.0	"Franc"	"CIV"	5.0			4.525	6.553571	7.0
1913	5.0	"Franc"	"CIV"	5.0			4.125	6.1328125	7.0
1914		"Franc"	"CIV"				4.2083335	6.875	7.0
1915		"Franc"	"CIV"				7.625	7.71875	7.0
1916		"Franc"	"CIV"				7.875	7.9166665	7.0
1917		"Franc"	"CIV"				8.125	8.5	7.0
1918		"Franc"	"CIV"				8.5	8.5	7.0
1919		"Franc"	"CIV"				6.0	7.5252523	7.0
1920		"Franc"	"CIV"				7.0	8.217172	7.0
1921		"Franc"	"CIV"				11.0	10.181818	7.0
1922		"Franc"	"CIV"				11.0	10.450758	7.0
1923		"Franc"	"CIV"				13.0	11.719697	7.0
1924		"Franc"	"CIV"				10.833333	11.988636	7.0
1925		"Franc"	"CIV"				10.833333	12.215909	7.0
1926		"Franc"	"CIV"				16.5	16.654545	7.0
1927		"Franc"	"CIV"				17.75	17.836363	7.0
1928		"Franc"	"CIV"				19.282259	19.243988	7.0
1929		"Franc"	"CIV"				19.282259	19.282259	7.0
1930		"Franc"	"CIV"				15.709678	19.501009	7.0
1931		"Franc"	"CIV"				17.129032	20.784275	7.0
1932		"Franc"	"CIV"				16.629032	20.628025	7.0
1933		"Franc"	"CIV"				15.25	21.333334	7.0
1934		"Franc"	"CIV"				15.25	21.625	7.0
1935		"Franc"	"CIV"				15.25	21.916666	7.0
1936		"Franc"	"CIV"				17.5	26.8125	7.0
1937		"Franc"	"CIV"				28.5	28.5	7.0
1938		"Franc"	"CIV"				21.0	21.0	7.0
1939		"Franc"	"CIV"						7.0
1940		"Franc"	"CIV"						7.0
1941		"Franc"	"CIV"						7.0
1942		"Franc"	"CIV"						7.0
1943		"Franc"	"CIV"						7.0
1944		"Franc"	"CIV"						7.0
1945		"Franc"	"CIV"						7.0
1946		"Franc"	"CIV"						7.0
1947		"Franc"	"CIV"						7.0
1948		"Franc"	"CIV"						7.0
1949		"Franc"	"CIV"						7.0
1950		"Franc"	"CIV"						7.0
1951		"Franc"	"CIV"						7.0
1952		"Franc"	"CIV"						7.0
1953		"Franc"	"CIV"						7.0
1954		"Franc"	"CIV"						7.0
1955		"Franc"	"CIV"						7.0
1956		"Franc"	"CIV"						7.0
1957		"Franc"	"CIV"						7.0
1958		"Franc"	"CIV"						7.0
1959		"Franc"	"CIV"						7.0
1960		"Franc"	"CIV"						7.0
1900		"Franc"	"CMR"				3.125	3.125	10.0
1901		"Franc"	"CMR"				3.125	8.75	10.0
1902		"Franc"	"CMR"				3.125	8.75	10.0
1903		"Franc"	"CMR"				3.4375	9.958333	10.0
1904		"Franc"	"CMR"				3.4375	9.958333	10.0
1905		"Franc"	"CMR"				3.625	8.46875	10.0
1906		"Franc"	"CMR"				3.4375	9.24375	10.0
1907		"Franc"	"CMR"				3.9583333	8.445	10.0
1908		"Franc"	"CMR"				4.09375	7.829167	10.0
1909		"Franc"	"CMR"				4.21875	7.9020834	10.0
1910		"Franc"	"CMR"				5.0	6.6666665	10.0
1911		"Franc"	"CMR"				5.0	6.491071	10.0
1912		"Franc"	"CMR"				4.525	6.553571	10.0
1913		"Franc"	"CMR"				4.125	6.1328125	10.0
1914		"Franc"	"CMR"				4.2083335	6.875	10.0
1915		"Franc"	"CMR"				7.625	7.71875	10.0
1916		"Franc"	"CMR"				7.875	7.9166665	10.0
1917		"Franc"	"CMR"				8.125	8.5	10.0
1918		"Franc"	"CMR"				8.5	8.5	10.0
1919		"Franc"	"CMR"				6.0	7.5252523	10.0
1920		"Franc"	"CMR"				7.0	8.217172	10.0
1921	10.0	"Franc"	"CMR"	10.0			11.0	10.181818	10.0
1922	10.0	"Franc"	"CMR"	10.0			11.0	10.450758	10.0
1923	15.0	"Franc"	"CMR"	15.0			13.0	11.719697	10.0
1924	15.0	"Franc"	"CMR"	15.0			10.833333	11.988636	10.0
1925	15.0	"Franc"	"CMR"	15.0			10.833333	12.215909	10.0
1926	20.0	"Franc"	"CMR"	20.0			16.5	16.654545	10.0
1927	25.0	"Franc"	"CMR"	25.0			17.75	17.836363	10.0
1928	25.0	"Franc"	"CMR"	25.0			19.282259	19.243988	10.0
1929	30.0	"Franc"	"CMR"	30.0			19.282259	19.282259	10.0
1930		"Franc"	"CMR"	30.875			15.709678	19.501009	10.0
1931		"Franc"	"CMR"	31.75			17.129032	20.784275	10.0
1932		"Franc"	"CMR"	32.625			16.629032	20.628025	10.0
1933		"Franc"	"CMR"	33.5			15.25	21.333334	10.0
1934		"Franc"	"CMR"	34.375			15.25	21.625	10.0
1935		"Franc"	"CMR"	35.25			15.25	21.916666	10.0
1936		"Franc"	"CMR"	36.125			17.5	26.8125	10.0
1937	37.0	"Franc"	"CMR"	37.0			28.5	28.5	10.0
1938		"Franc"	"CMR"				21.0	21.0	10.0
1939		"Franc"	"CMR"						10.0
1940		"Franc"	"CMR"						10.0
1941		"Franc"	"CMR"						10.0
1942		"Franc"	"CMR"						10.0
1943		"Franc"	"CMR"						10.0
1944		"Franc"	"CMR"						10.0
1945		"Franc"	"CMR"						10.0
1946		"Franc"	"CMR"						10.0
1947		"Franc"	"CMR"						10.0
1948		"Franc"	"CMR"						10.0
1949		"Franc"	"CMR"						10.0
1950		"Franc"	"CMR"						10.0
1951		"Franc"	"CMR"						10.0
1952		"Franc"	"CMR"						10.0
1953		"Franc"	"CMR"						10.0
1954		"Franc"	"CMR"						10.0
1955		"Franc"	"CMR"						10.0
1956		"Franc"	"CMR"						10.0
1957		"Franc"	"CMR"						10.0
1958		"Franc"	"CMR"						10.0
1959		"Franc"	"CMR"						10.0
1960		"Franc"	"CMR"						10.0
1900		"Franc"	"GAB"				3.125	3.125	8.0
1901		"Franc"	"GAB"				3.125	8.75	8.0
1902		"Franc"	"GAB"				3.125	8.75	8.0
1903		"Franc"	"GAB"				3.4375	9.958333	8.0
1904		"Franc"	"GAB"				3.4375	9.958333	8.0
1905		"Franc"	"GAB"				3.625	8.46875	8.0
1906		"Franc"	"GAB"				3.4375	9.24375	8.0
1907		"Franc"	"GAB"				3.9583333	8.445	8.0
1908		"Franc"	"GAB"				4.09375	7.829167	8.0
1909		"Franc"	"GAB"				4.21875	7.9020834	8.0
1910		"Franc"	"GAB"				5.0	6.6666665	8.0
1911	5.0	"Franc"	"GAB"	5.0			5.0	6.491071	8.0
1912	5.0	"Franc"	"GAB"	5.0			4.525	6.553571	8.0
1913	5.0	"Franc"	"GAB"	5.0			4.125	6.1328125	8.0
1914	5.0	"Franc"	"GAB"	5.0			4.2083335	6.875	8.0
1915	10.0	"Franc"	"GAB"	10.0			7.625	7.71875	8.0
1916	10.0	"Franc"	"GAB"	10.0			7.875	7.9166665	8.0
1917	10.0	"Franc"	"GAB"	10.0			8.125	8.5	8.0
1918	10.0	"Franc"	"GAB"	10.0			8.5	8.5	8.0
1919		"Franc"	"GAB"				6.0	7.5252523	8.0
1920		"Franc"	"GAB"				7.0	8.217172	8.0
1921		"Franc"	"GAB"				11.0	10.181818	8.0
1922		"Franc"	"GAB"				11.0	10.450758	8.0
1923		"Franc"	"GAB"				13.0	11.719697	8.0
1924		"Franc"	"GAB"				10.833333	11.988636	8.0
1925		"Franc"	"GAB"				10.833333	12.215909	8.0
1926		"Franc"	"GAB"				16.5	16.654545	8.0
1927		"Franc"	"GAB"				17.75	17.836363	8.0
1928		"Franc"	"GAB"				19.282259	19.243988	8.0
1929		"Franc"	"GAB"				19.282259	19.282259	8.0
1930		"Franc"	"GAB"				15.709678	19.501009	8.0
1931		"Franc"	"GAB"				17.129032	20.784275	8.0
1932		"Franc"	"GAB"				16.629032	20.628025	8.0
1933		"Franc"	"GAB"				15.25	21.333334	8.0
1934		"Franc"	"GAB"				15.25	21.625	8.0
1935		"Franc"	"GAB"				15.25	21.916666	8.0
1936		"Franc"	"GAB"				17.5	26.8125	8.0
1937		"Franc"	"GAB"				28.5	28.5	8.0
1938		"Franc"	"GAB"				21.0	21.0	8.0
1939		"Franc"	"GAB"						8.0
1940		"Franc"	"GAB"						8.0
1941		"Franc"	"GAB"						8.0
1942		"Franc"	"GAB"						8.0
1943		"Franc"	"GAB"						8.0
1944		"Franc"	"GAB"						8.0
1945		"Franc"	"GAB"						8.0
1946		"Franc"	"GAB"						8.0
1947		"Franc"	"GAB"						8.0
1948		"Franc"	"GAB"						8.0
1949		"Franc"	"GAB"						8.0
1950		"Franc"	"GAB"						8.0
1951		"Franc"	"GAB"						8.0
1952		"Franc"	"GAB"						8.0
1953		"Franc"	"GAB"						8.0
1954		"Franc"	"GAB"						8.0
1955		"Franc"	"GAB"						8.0
1956		"Franc"	"GAB"						8.0
1957		"Franc"	"GAB"						8.0
1958		"Franc"	"GAB"						8.0
1959		"Franc"	"GAB"						8.0
1960		"Franc"	"GAB"						8.0
1900		"Franc"	"GIN"				3.125	3.125	1.0
1901		"Franc"	"GIN"				3.125	8.75	1.0
1902		"Franc"	"GIN"				3.125	8.75	1.0
1903		"Franc"	"GIN"				3.4375	9.958333	1.0
1904		"Franc"	"GIN"				3.4375	9.958333	1.0
1905		"Franc"	"GIN"				3.625	8.46875	1.0
1906		"Franc"	"GIN"				3.4375	9.24375	1.0
1907		"Franc"	"GIN"				3.9583333	8.445	1.0
1908		"Franc"	"GIN"				4.09375	7.829167	1.0
1909		"Franc"	"GIN"				4.21875	7.9020834	1.0
1910		"Franc"	"GIN"				5.0	6.6666665	1.0
1911		"Franc"	"GIN"				5.0	6.491071	1.0
1912		"Franc"	"GIN"				4.525	6.553571	1.0
1913	3.0	"Franc"	"GIN"	3.0			4.125	6.1328125	1.0
