polity4	year	iso	dqamtcode	pwtcode	countryname	wbregion	oecd	cur100	cap100
"1955URY"	1955	"URY"	28	"83"	"Uruguay"	"lac"	"0"	50.0	75.0
"1956URY"	1956	"URY"	28	"83"	"Uruguay"	"lac"	"0"	50.0	75.0
"1957URY"	1957	"URY"	28	"83"	"Uruguay"	"lac"	"0"	50.0	75.0
"1958URY"	1958	"URY"	28	"83"	"Uruguay"	"lac"	"0"	37.5	50.0
"1959URY"	1959	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	100.0
"1960URY"	1960	"URY"	28	"83"	"Uruguay"	"lac"	"0"	68.75	100.0
"1961URY"	1961	"URY"	28	"83"	"Uruguay"	"lac"	"0"	68.75	100.0
"1962URY"	1962	"URY"	28	"83"	"Uruguay"	"lac"	"0"	68.75	100.0
"1963URY"	1963	"URY"	28	"83"	"Uruguay"	"lac"	"0"	68.75	100.0
"1964URY"	1964	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	87.5
"1965URY"	1965	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	87.5
"1966URY"	1966	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	100.0
"1967URY"	1967	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	100.0
"1968URY"	1968	"URY"	28	"83"	"Uruguay"	"lac"	"0"	62.5	100.0
"1969URY"	1969	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	75.0
"1970URY"	1970	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	75.0
"1971URY"	1971	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	75.0
"1972URY"	1972	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	62.5
"1973URY"	1973	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	62.5
"1974URY"	1974	"URY"	28	"83"	"Uruguay"	"lac"	"0"	56.25	87.5
"1975URY"	1975	"URY"	28	"83"	"Uruguay"	"lac"	"0"	75.0	87.5
"1976URY"	1976	"URY"	28	"83"	"Uruguay"	"lac"	"0"	75.0	87.5
"1977URY"	1977	"URY"	28	"83"	"Uruguay"	"lac"	"0"	75.0	87.5
"1978URY"	1978	"URY"	28	"83"	"Uruguay"	"lac"	"0"	75.0	100.0
"1979URY"	1979	"URY"	28	"83"	"Uruguay"	"lac"	"0"	81.25	100.0
"1980URY"	1980	"URY"	28	"83"	"Uruguay"	"lac"	"0"	81.25	100.0
"1981URY"	1981	"URY"	28	"83"	"Uruguay"	"lac"	"0"	81.25	100.0
"1982URY"	1982	"URY"	28	"83"	"Uruguay"	"lac"	"0"	81.25	100.0
"1983URY"	1983	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	100.0
"1984URY"	1984	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	100.0
"1985URY"	1985	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	87.5
"1986URY"	1986	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	87.5
"1987URY"	1987	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	87.5
"1988URY"	1988	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	87.5
"1989URY"	1989	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	87.5
"1990URY"	1990	"URY"	28	"83"	"Uruguay"	"lac"	"0"	87.5	100.0
"1991URY"	1991	"URY"	28	"83"	"Uruguay"	"lac"	"0"	93.75	100.0
"1992URY"	1992	"URY"	28	"83"	"Uruguay"	"lac"	"0"	93.75	100.0
"1993URY"	1993	"URY"	28	"83"	"Uruguay"	"lac"	"0"	93.75	100.0
"1994URY"	1994	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1995URY"	1995	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1996URY"	1996	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1997URY"	1997	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1998URY"	1998	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1999URY"	1999	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"2000URY"	2000	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"2001URY"	2001	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"2002URY"	2002	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"2003URY"	2003	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"2004URY"	2004	"URY"	28	"83"	"Uruguay"	"lac"	"0"	100.0	100.0
"1950VEN"	1950	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1951VEN"	1951	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1952VEN"	1952	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1953VEN"	1953	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1954VEN"	1954	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1955VEN"	1955	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1956VEN"	1956	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1957VEN"	1957	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1958VEN"	1958	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1959VEN"	1959	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1960VEN"	1960	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	100.0
"1961VEN"	1961	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1962VEN"	1962	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	68.75	87.5
"1963VEN"	1963	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	68.75	87.5
"1964VEN"	1964	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	100.0
"1965VEN"	1965	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	100.0
"1966VEN"	1966	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1967VEN"	1967	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1968VEN"	1968	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1969VEN"	1969	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1970VEN"	1970	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	68.75	87.5
"1971VEN"	1971	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1972VEN"	1972	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1973VEN"	1973	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	87.5
"1974VEN"	1974	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	68.75	87.5
"1975VEN"	1975	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	68.75	87.5
"1976VEN"	1976	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	75.0
"1977VEN"	1977	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	75.0
"1978VEN"	1978	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	75.0
"1979VEN"	1979	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	75.0	75.0
"1980VEN"	1980	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	81.25	75.0
"1981VEN"	1981	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	81.25	75.0
"1982VEN"	1982	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	81.25	75.0
"1983VEN"	1983	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	50.0	37.5
"1984VEN"	1984	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	56.25	50.0
"1985VEN"	1985	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	56.25	50.0
"1986VEN"	1986	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	37.5	50.0
"1987VEN"	1987	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	37.5	50.0
"1988VEN"	1988	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	37.5	50.0
"1989VEN"	1989	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	87.5	75.0
"1990VEN"	1990	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	87.5
"1991VEN"	1991	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	87.5
"1992VEN"	1992	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	87.5
"1993VEN"	1993	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	87.5
"1994VEN"	1994	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	56.25	37.5
"1995VEN"	1995	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	56.25	37.5
"1996VEN"	1996	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	100.0	75.0
"1997VEN"	1997	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	100.0	75.0
"1998VEN"	1998	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	75.0
"1999VEN"	1999	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	75.0
"2000VEN"	2000	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	62.5
"2001VEN"	2001	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	62.5
"2002VEN"	2002	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	93.75	62.5
"2003VEN"	2003	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	25.0	50.0
"2004VEN"	2004	"VEN"	29	"84"	"Venezuela"	"lac"	"0"	25.0	50.0
"1950CHN"	1950	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1951CHN"	1951	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1952CHN"	1952	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1953CHN"	1953	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1954CHN"	1954	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1955CHN"	1955	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1956CHN"	1956	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1957CHN"	1957	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1958CHN"	1958	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1959CHN"	1959	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1960CHN"	1960	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1961CHN"	1961	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1962CHN"	1962	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1963CHN"	1963	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1964CHN"	1964	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1965CHN"	1965	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1966CHN"	1966	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1967CHN"	1967	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1968CHN"	1968	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1969CHN"	1969	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1970CHN"	1970	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1971CHN"	1971	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1972CHN"	1972	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1973CHN"	1973	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1974CHN"	1974	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1975CHN"	1975	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1976CHN"	1976	"CHN"	30	"88"	"China"	"eap"	"0"	0.0	0.0
"1977CHN"	1977	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	0.0
"1978CHN"	1978	"CHN"	30	"88"	"China"	"eap"	"0"	31.25	12.5
"1979CHN"	1979	"CHN"	30	"88"	"China"	"eap"	"0"	37.5	37.5
"1980CHN"	1980	"CHN"	30	"88"	"China"	"eap"	"0"	37.5	25.0
"1981CHN"	1981	"CHN"	30	"88"	"China"	"eap"	"0"	31.25	25.0
"1982CHN"	1982	"CHN"	30	"88"	"China"	"eap"	"0"	37.5	25.0
"1983CHN"	1983	"CHN"	30	"88"	"China"	"eap"	"0"	37.5	25.0
"1984CHN"	1984	"CHN"	30	"88"	"China"	"eap"	"0"	37.5	37.5
"1985CHN"	1985	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1986CHN"	1986	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1987CHN"	1987	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1988CHN"	1988	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1989CHN"	1989	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1990CHN"	1990	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1991CHN"	1991	"CHN"	30	"88"	"China"	"eap"	"0"	50.0	37.5
"1992CHN"	1992	"CHN"	30	"88"	"China"	"eap"	"0"	56.25	37.5
"1993CHN"	1993	"CHN"	30	"88"	"China"	"eap"	"0"	56.25	37.5
"1994CHN"	1994	"CHN"	30	"88"	"China"	"eap"	"0"	68.75	37.5
"1995CHN"	1995	"CHN"	30	"88"	"China"	"eap"	"0"	68.75	37.5
"1996CHN"	1996	"CHN"	30	"88"	"China"	"eap"	"0"	68.75	37.5
"1997CHN"	1997	"CHN"	30	"88"	"China"	"eap"	"0"	75.0	37.5
"1998CHN"	1998	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"1999CHN"	1999	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"2000CHN"	2000	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"2001CHN"	2001	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"2002CHN"	2002	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"2003CHN"	2003	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"2004CHN"	2004	"CHN"	30	"88"	"China"	"eap"	"0"	12.5	50.0
"1950HKG"	1950	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	50.0	50.0
"1951HKG"	1951	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	50.0	50.0
"1952HKG"	1952	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1953HKG"	1953	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1954HKG"	1954	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1955HKG"	1955	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1956HKG"	1956	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1957HKG"	1957	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1958HKG"	1958	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1959HKG"	1959	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1960HKG"	1960	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	62.5	75.0
"1961HKG"	1961	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	75.0	75.0
"1962HKG"	1962	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	75.0	75.0
"1963HKG"	1963	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	75.0	75.0
"1964HKG"	1964	"HKG"	31	"89"	"Hong Kong, China"	"eap"	"0"	75.0	75.0
