polity4	year	iso	dqamtcode	pwtcode	countryname	wbregion	oecd	cur100	cap100
"1955PAK"	1955	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	12.5
"1956PAK"	1956	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	12.5
"1957PAK"	1957	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	12.5
"1958PAK"	1958	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	12.5
"1959PAK"	1959	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1960PAK"	1960	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1961PAK"	1961	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1962PAK"	1962	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1963PAK"	1963	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1964PAK"	1964	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1965PAK"	1965	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	25.0
"1966PAK"	1966	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1967PAK"	1967	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1968PAK"	1968	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1969PAK"	1969	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1970PAK"	1970	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1971PAK"	1971	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	25.0	25.0
"1972PAK"	1972	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1973PAK"	1973	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1974PAK"	1974	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1975PAK"	1975	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1976PAK"	1976	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1977PAK"	1977	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1978PAK"	1978	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1979PAK"	1979	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1980PAK"	1980	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1981PAK"	1981	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	25.0
"1982PAK"	1982	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	25.0
"1983PAK"	1983	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1984PAK"	1984	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1985PAK"	1985	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1986PAK"	1986	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1987PAK"	1987	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1988PAK"	1988	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1989PAK"	1989	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	12.5	37.5
"1990PAK"	1990	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	18.75	37.5
"1991PAK"	1991	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	37.5
"1992PAK"	1992	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	31.25	37.5
"1993PAK"	1993	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	37.5	37.5
"1994PAK"	1994	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	37.5	37.5
"1995PAK"	1995	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	37.5	37.5
"1996PAK"	1996	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	37.5	37.5
"1997PAK"	1997	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	37.5	37.5
"1998PAK"	1998	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	43.75	37.5
"1999PAK"	1999	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	62.5	37.5
"2000PAK"	2000	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	56.25	37.5
"2001PAK"	2001	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	56.25	37.5
"2002PAK"	2002	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	56.25	37.5
"2003PAK"	2003	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	56.25	37.5
"2004PAK"	2004	"PAK"	42	"105"	"Pakistan"	"sa"	"0"	56.25	37.5
"1950PHL"	1950	"PHL"	43	"106"	"Philippines"	"eap"	"0"	18.75	12.5
"1951PHL"	1951	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	12.5
"1952PHL"	1952	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	12.5
"1953PHL"	1953	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	12.5
"1954PHL"	1954	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1955PHL"	1955	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1956PHL"	1956	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1957PHL"	1957	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1958PHL"	1958	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1959PHL"	1959	"PHL"	43	"106"	"Philippines"	"eap"	"0"	12.5	0.0
"1960PHL"	1960	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	0.0
"1961PHL"	1961	"PHL"	43	"106"	"Philippines"	"eap"	"0"	18.75	0.0
"1962PHL"	1962	"PHL"	43	"106"	"Philippines"	"eap"	"0"	68.75	100.0
"1963PHL"	1963	"PHL"	43	"106"	"Philippines"	"eap"	"0"	68.75	100.0
"1964PHL"	1964	"PHL"	43	"106"	"Philippines"	"eap"	"0"	68.75	100.0
"1965PHL"	1965	"PHL"	43	"106"	"Philippines"	"eap"	"0"	68.75	87.5
"1966PHL"	1966	"PHL"	43	"106"	"Philippines"	"eap"	"0"	68.75	87.5
"1967PHL"	1967	"PHL"	43	"106"	"Philippines"	"eap"	"0"	62.5	75.0
"1968PHL"	1968	"PHL"	43	"106"	"Philippines"	"eap"	"0"	43.75	37.5
"1969PHL"	1969	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	12.5
"1970PHL"	1970	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1971PHL"	1971	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1972PHL"	1972	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1973PHL"	1973	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1974PHL"	1974	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1975PHL"	1975	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1976PHL"	1976	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1977PHL"	1977	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1978PHL"	1978	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1979PHL"	1979	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1980PHL"	1980	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1981PHL"	1981	"PHL"	43	"106"	"Philippines"	"eap"	"0"	25.0	25.0
"1982PHL"	1982	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1983PHL"	1983	"PHL"	43	"106"	"Philippines"	"eap"	"0"	31.25	25.0
"1984PHL"	1984	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1985PHL"	1985	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1986PHL"	1986	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1987PHL"	1987	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1988PHL"	1988	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1989PHL"	1989	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1990PHL"	1990	"PHL"	43	"106"	"Philippines"	"eap"	"0"	37.5	25.0
"1991PHL"	1991	"PHL"	43	"106"	"Philippines"	"eap"	"0"	43.75	25.0
"1992PHL"	1992	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	62.5
"1993PHL"	1993	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	62.5
"1994PHL"	1994	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	75.0
"1995PHL"	1995	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	75.0
"1996PHL"	1996	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	75.0
"1997PHL"	1997	"PHL"	43	"106"	"Philippines"	"eap"	"0"	87.5	75.0
"1998PHL"	1998	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"1999PHL"	1999	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"2000PHL"	2000	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"2001PHL"	2001	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"2002PHL"	2002	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"2003PHL"	2003	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"2004PHL"	2004	"PHL"	43	"106"	"Philippines"	"eap"	"0"	81.25	75.0
"1957SGP"	1957	"SGP"	44	"109"	"Singapore"	"eap"	"0"	68.75	75.0
"1958SGP"	1958	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1959SGP"	1959	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1960SGP"	1960	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1961SGP"	1961	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1962SGP"	1962	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1963SGP"	1963	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1964SGP"	1964	"SGP"	44	"109"	"Singapore"	"eap"	"0"	75.0	75.0
"1965SGP"	1965	"SGP"	44	"109"	"Singapore"	"eap"	"0"	75.0	75.0
"1966SGP"	1966	"SGP"	44	"109"	"Singapore"	"eap"	"0"	75.0	75.0
"1967SGP"	1967	"SGP"	44	"109"	"Singapore"	"eap"	"0"	75.0	75.0
"1968SGP"	1968	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1969SGP"	1969	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1970SGP"	1970	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1971SGP"	1971	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1972SGP"	1972	"SGP"	44	"109"	"Singapore"	"eap"	"0"	81.25	75.0
"1973SGP"	1973	"SGP"	44	"109"	"Singapore"	"eap"	"0"	87.5	75.0
"1974SGP"	1974	"SGP"	44	"109"	"Singapore"	"eap"	"0"	87.5	75.0
"1975SGP"	1975	"SGP"	44	"109"	"Singapore"	"eap"	"0"	87.5	87.5
"1976SGP"	1976	"SGP"	44	"109"	"Singapore"	"eap"	"0"	87.5	87.5
"1977SGP"	1977	"SGP"	44	"109"	"Singapore"	"eap"	"0"	87.5	87.5
"1978SGP"	1978	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1979SGP"	1979	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1980SGP"	1980	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1981SGP"	1981	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1982SGP"	1982	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1983SGP"	1983	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1984SGP"	1984	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1985SGP"	1985	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1986SGP"	1986	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1987SGP"	1987	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1988SGP"	1988	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1989SGP"	1989	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1990SGP"	1990	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1991SGP"	1991	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1992SGP"	1992	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1993SGP"	1993	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1994SGP"	1994	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1995SGP"	1995	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1996SGP"	1996	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1997SGP"	1997	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1998SGP"	1998	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	87.5
"1999SGP"	1999	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	87.5
"2000SGP"	2000	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"2001SGP"	2001	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"2002SGP"	2002	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"2003SGP"	2003	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"2004SGP"	2004	"SGP"	44	"109"	"Singapore"	"eap"	"0"	100.0	100.0
"1950LKA"	1950	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1951LKA"	1951	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1952LKA"	1952	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	50.0
"1953LKA"	1953	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	37.5
"1954LKA"	1954	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	37.5
"1955LKA"	1955	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	37.5
"1956LKA"	1956	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	37.5
"1957LKA"	1957	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	18.75	37.5
"1958LKA"	1958	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	37.5
"1959LKA"	1959	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	37.5
"1960LKA"	1960	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	25.0
"1961LKA"	1961	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	12.5
"1962LKA"	1962	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	25.0	12.5
"1963LKA"	1963	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1964LKA"	1964	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1965LKA"	1965	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1966LKA"	1966	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1967LKA"	1967	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1968LKA"	1968	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1969LKA"	1969	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1970LKA"	1970	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1971LKA"	1971	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1972LKA"	1972	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1973LKA"	1973	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1974LKA"	1974	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1975LKA"	1975	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1976LKA"	1976	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	12.5	12.5
"1977LKA"	1977	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	25.0	12.5
"1978LKA"	1978	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	12.5
"1979LKA"	1979	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	31.25	12.5
"1980LKA"	1980	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1981LKA"	1981	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1982LKA"	1982	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1983LKA"	1983	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1984LKA"	1984	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1985LKA"	1985	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1986LKA"	1986	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1987LKA"	1987	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1988LKA"	1988	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1989LKA"	1989	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	12.5
"1990LKA"	1990	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1991LKA"	1991	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1992LKA"	1992	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1993LKA"	1993	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	37.5	37.5
"1994LKA"	1994	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	87.5	50.0
"1995LKA"	1995	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	87.5	50.0
"1996LKA"	1996	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	87.5	50.0
"1997LKA"	1997	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	87.5	50.0
"1998LKA"	1998	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	75.0	50.0
"1999LKA"	1999	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	75.0	50.0
"2000LKA"	2000	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	75.0	50.0
"2001LKA"	2001	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	68.75	50.0
"2002LKA"	2002	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	68.75	50.0
"2003LKA"	2003	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	68.75	50.0
"2004LKA"	2004	"LKA"	45	"110"	"Sri Lanka"	"sa"	"0"	68.75	50.0
"1950SYR"	1950	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	56.25	62.5
"1951SYR"	1951	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	56.25	75.0
"1952SYR"	1952	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	68.75	75.0
"1953SYR"	1953	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	81.25	87.5
"1954SYR"	1954	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	81.25	87.5
"1955SYR"	1955	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	87.5	100.0
"1956SYR"	1956	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	87.5	100.0
"1957SYR"	1957	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	87.5	100.0
"1958SYR"	1958	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	75.0	87.5
"1959SYR"	1959	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	81.25	87.5
"1960SYR"	1960	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	68.75	87.5
"1961SYR"	1961	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	31.25	25.0
"1962SYR"	1962	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	68.75	75.0
"1963SYR"	1963	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	75.0
"1964SYR"	1964	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	75.0
"1965SYR"	1965	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	75.0
"1966SYR"	1966	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1967SYR"	1967	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1968SYR"	1968	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1969SYR"	1969	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1970SYR"	1970	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1971SYR"	1971	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1972SYR"	1972	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1973SYR"	1973	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	75.0
"1974SYR"	1974	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1975SYR"	1975	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1976SYR"	1976	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1977SYR"	1977	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1978SYR"	1978	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1979SYR"	1979	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1980SYR"	1980	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1981SYR"	1981	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1982SYR"	1982	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1983SYR"	1983	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	31.25	50.0
"1984SYR"	1984	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	31.25	50.0
"1985SYR"	1985	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	31.25	50.0
"1986SYR"	1986	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	25.0	50.0
"1987SYR"	1987	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	37.5	50.0
"1988SYR"	1988	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	50.0
"1989SYR"	1989	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	50.0
"1990SYR"	1990	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	50.0
"1991SYR"	1991	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	50.0
"1992SYR"	1992	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	50.0
"1993SYR"	1993	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1994SYR"	1994	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1995SYR"	1995	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1996SYR"	1996	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1997SYR"	1997	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1998SYR"	1998	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1999SYR"	1999	"SYR"	46	"111"	"Syrian Arab Republic"	"mena"	"0"	43.75	37.5
"1950THA"	1950	"THA"	47	"113"	"Thailand"	"eap"	"0"	56.25	62.5
"1951THA"	1951	"THA"	47	"113"	"Thailand"	"eap"	"0"	56.25	62.5
"1952THA"	1952	"THA"	47	"113"	"Thailand"	"eap"	"0"	56.25	37.5
"1953THA"	1953	"THA"	47	"113"	"Thailand"	"eap"	"0"	37.5	37.5
"1954THA"	1954	"THA"	47	"113"	"Thailand"	"eap"	"0"	37.5	37.5
"1955THA"	1955	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	50.0
"1956THA"	1956	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1957THA"	1957	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1958THA"	1958	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1959THA"	1959	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1960THA"	1960	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1961THA"	1961	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1962THA"	1962	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1963THA"	1963	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1964THA"	1964	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	50.0
"1965THA"	1965	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	37.5
"1966THA"	1966	"THA"	47	"113"	"Thailand"	"eap"	"0"	50.0	37.5
"1967THA"	1967	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1968THA"	1968	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	50.0
"1969THA"	1969	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	50.0
"1970THA"	1970	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1971THA"	1971	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1972THA"	1972	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1973THA"	1973	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1974THA"	1974	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1975THA"	1975	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1976THA"	1976	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1977THA"	1977	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
"1978THA"	1978	"THA"	47	"113"	"Thailand"	"eap"	"0"	43.75	37.5
